ID	i1	i2	i3	i4	i5	i6	i7	i8	i9	i0	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	i51	i52	i53	i54	i55	i56	i57	i58	i59	i60
251591	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1
251601	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1
251611	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1
251621	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1
251631	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0
251641	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1
251651	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1
251661	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0
251671	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0
251681	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1
251691	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0
251701	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1
251711	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1
251721	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1
251731	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0
251741	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1
251751	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1
251761	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0
251771	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1
251781	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0
251791	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1
251801	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1
251811	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1
251821	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0
251831	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1
251841	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0
251851	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1
251861	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1
251871	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1
251881	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
251891	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1
251901	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1
251911	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1
251921	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1
251931	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1
251941	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0
251951	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0
251961	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1
251971	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1
251981	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1
251991	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1
252001	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1
252011	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1
252021	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1
252031	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1
252041	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1
252051	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1
252061	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0
252071	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1
252081	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1
252091	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	1
252101	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1
252111	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1
252121	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1
252131	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1
252141	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1
252151	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0
252161	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0
252171	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1
252181	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1
252191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1
252201	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0
252211	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1
252221	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1
252231	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1
252241	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1
252251	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1
252261	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0
252271	1	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0
252281	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0
252291	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1
252301	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0
252311	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0
252321	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0
252331	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1
252341	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0
252351	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1
252361	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0
252371	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1
252381	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1
252391	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0
252401	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1
252411	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1
252421	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0
252431	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
252441	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0
252451	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1
252461	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1
252471	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0
252481	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1
252491	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1
252501	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0
252511	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1
252521	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0
252531	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1
252541	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1
252551	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1
252561	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
252571	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1
252581	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1
252591	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1
252601	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1
252611	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0
252621	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1
252631	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1
252641	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1
252651	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0
252661	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1
252671	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1
252681	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1
252691	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1
252701	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	1
