ID	FormA1	FormA2	FormA3	FormA4	FormA5	FormA6	FormA7	FormA8	FormA9	FormA10	FormA11	FormA12	FormA13	FormA14	FormA15	FormA16	FormA17	FormA18	FormA19	FormA20	FormA21	FormA22	FormA23	FormA24	FormA25	FormA26	FormA27	FormA28	FormA29	FormA30	FormB1	FormB2	FormB3	FormB4	FormB5	FormB6	FormB7	FormB8	FormB9	FormB10	FormB11	FormB12	FormB13	FormB14	FormB15	FormB16	FormB17	FormB18	FormB19	FormB20	FormB21	FormB22	FormB23	FormB24	FormB25	FormB26	FormB27	FormB28	FormB29	FormB30
171471	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1
171481	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0
171491	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0
171501	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0
171511	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0
171521	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1
171531	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1
171541	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0
171551	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0
171561	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0
171571	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0
171581	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0
171591	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0
171601	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
171611	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0
171621	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0
171631	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0
171641	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0
171651	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0
171661	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0
171671	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0
171681	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1
171691	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1
171701	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0
171711	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0
171721	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0
171731	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1
171741	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0
171751	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1
171761	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0
171771	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1
171781	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1
171791	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0
171801	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0
171811	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0
171821	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1
171831	0	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0
171841	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1
171851	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1
171861	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1
171871	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1
171881	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0
171891	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0
171901	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0
171911	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0
171921	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1
171931	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0
171941	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0
171951	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1
171961	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0
171971	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0
171981	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1
171991	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0
172001	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0
172011	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1
172021	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0
172031	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0
172041	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1
172051	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1
172061	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1
172071	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0
172081	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1
172091	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0
172101	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1
172111	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0
172121	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0
172131	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0
172141	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0
172151	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1
172161	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0
172171	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1
172181	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0
172191	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0
172201	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0
172211	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0
172221	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0
172231	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0
172241	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0
172251	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0
172261	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0
172271	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0
172281	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0
172291	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0
172301	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0
172311	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1
172321	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0
172331	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0
172341	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0
172351	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0
172361	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1
172371	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0
172381	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1
172391	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
172401	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0
172411	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1
172421	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0
172431	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1
172441	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0
172451	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1
172461	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1
172471	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0
172481	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0
172491	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0
172501	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0
172511	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0
172521	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0
172531	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0
172541	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0
172551	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0
172561	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	0
172571	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1
